Total Medical Expenses,Medical Multiplier,Income Lost,Income Multiplier,Value of Injury Claim
3589,3.8,25903.501800000002,1.64,107926.94655200001
22650,1.75,9417.278499999999,1.84,75799.84943999999
11716,2.31,15420.515879999999,2.35,94143.204078
7549,4.0,28118.544,2.31,151386.92464
13841,4.49,20411.93512,2.72,158490.4237664
7304,1.9,10815.6626,1.73,54220.021498
3913,1.81,12495.73501,2.2,59564.617042000005
19439,3.97,16836.96453,2.8,157990.259744
9009,2.79,10848.186810000001,2.49,73843.4687769
13617,4.2,26643.7164,1.52,150977.281728
10260,4.47,44841.29222999999,2.27,237334.51782209997
3550,3.23,18667.1067,2.97,104242.020299
16585,2.9,25605.283199999998,1.55,138995.25536
8354,1.98,7818.19632,1.98,47657.3413536
19932,4.33,29435.140819999997,2.59,221412.8563638
9089,4.56,18684.882719999998,1.64,109458.81310079998
13138,2.86,17254.21126,2.24,110732.53574240001
24240,1.93,14523.637929999999,1.7,100520.66034099998
13119,4.51,20427.179079999998,1.69,134542.9808052
26353,4.64,32814.312,2.87,282083.61944
7950,2.92,23180.92224,2.31,123123.77485439999
26856,2.91,27544.497330000006,1.5,174556.70065500002
17294,2.31,12441.495990000001,1.56,84240.8657244
8317,1.96,15716.7402,2.28,83568.968056
25004,1.65,8967.545399999999,1.9,76230.02706
14571,3.82,26805.856799999998,1.92,160740.17865599997
1429,3.75,29896.42875,2.65,144377.14368749998
17947,3.59,18587.63785,1.81,135248.6302085
13206,2.33,9298.46614,1.58,64058.4887812
13148,2.79,28742.716710000004,2.24,158552.03885040001
4035,3.57,15047.96412,2.38,80315.0328456
10415,4.11,26219.494290000002,1.62,137720.21932980002
1985,2.49,16765.19241,2.31,77200.6292871
25707,3.75,29261.381250000002,2.43,226029.16893750004
12863,1.53,8714.64285,2.41,58111.9649685
21559,2.36,16612.34208,2.3,122312.310944
28307,3.27,24575.31222,1.51,178823.2358922
2753,2.28,19526.585759999998,2.76,99223.38821759998
20089,3.87,38492.65314,2.59,254425.70791260002
25606,1.62,8360.834579999999,2.25,77015.26696499999
28840,4.01,26855.91636,2.65,240528.411074
26391,3.78,17616.879,2.42,177624.58518
26891,4.81,20144.83796,2.24,214759.8229504
18266,4.11,18420.489810000003,2.16,151702.49760960002
23777,3.97,28407.950350000003,2.07,210015.04792450002
18652,3.58,8460.60326,2.37,103746.9962462
25610,2.94,16780.67034,1.58,135368.1998172
15547,1.74,13817.98206,1.95,81632.809137
1714,1.51,4131.69522,1.69,17834.0953618
8473,1.52,9116.162,2.89,57456.99218
17659,1.55,7808.88915,1.58,55327.273156999996
6310,4.57,27722.82648,1.85,135569.581948
21233,4.43,23427.758189999997,1.89,185196.16935909996
8202,3.99,31907.94222,1.95,158762.351769
23348,4.49,27742.232790000002,2.31,224401.54332490003
14204,3.72,17624.49696,1.84,120516.94832640002
18252,2.37,10455.681600000002,2.33,88530.34132800002
7442,4.96,36253.374079999994,2.34,194251.96350719998
24651,3.42,22091.295059999997,2.98,194321.06939879997
3534,4.38,24028.96032,1.79,106548.67961279998
9975,4.14,29247.170759999997,1.89,155067.99425639998
12994,4.68,17039.25288,2.01,129139.32404879999
6699,1.86,20158.9683,1.66,86241.963978
2439,3.32,30211.126839999994,1.66,118670.20423439998
18127,3.86,22977.66904,1.68,154528.0420672
25422,4.24,24692.03008,2.99,231002.5100992
9343,3.6,18910.4796,2.29,114760.757484
22076,3.3,15150.824699999997,2.89,146938.332783
23254,4.73,32408.001780000002,1.56,225363.90633680002
13694,2.17,17158.771559999997,2.15,100924.88197399999
2809,4.42,19790.806360000002,1.51,81881.5103236
13490,2.8,21302.761199999997,1.92,121278.82390399999
27723,4.14,43207.65233999999,2.43,306183.11986619997
19033,4.27,16083.727869999997,2.84,159116.15289079997
5607,2.9,14978.2245,2.08,77371.45595999999
21876,1.51,7616.5004,2.86,70048.951944
21682,3.47,19853.393330000003,1.6,146708.75598800002
7043,4.87,47267.28009,2.93,267327.1008437
19205,3.47,27255.84717,1.59,164489.8413403
5057,1.63,17691.156099999997,2.57,89091.49337699998
16394,4.9,31819.419100000003,2.98,238791.307118
14365,3.74,13168.626020000002,2.23,109428.38806460002
28859,2.72,26789.549280000003,1.77,179493.08078560003
17162,2.33,9221.67167,2.14,78165.1807138
9756,3.31,14635.016050000002,2.43,97125.48110150002
26946,3.33,29769.79707,2.93,236495.27955510002
16870,4.54,10489.883380000001,2.94,128409.8238972
24376,1.56,6036.86772,1.95,61872.187494
27241,2.49,19977.013530000004,2.28,153331.70790840004
16097,4.88,40251.75768,2.61,264113.9629048
29602,2.05,8256.71325,1.74,91564.207555
3500,4.76,50606.59688,2.73,256029.2032424
1419,3.23,22794.42654,1.81,91430.1351174
16312,2.43,21040.240050000004,2.01,124009.52260050003
21287,4.02,28311.96354,2.24,205616.4654096
27685,1.89,14137.26804,2.8,120183.536592
8641,4.96,24756.72896,2.46,153274.3711616
9750,2.66,20593.355580000003,2.53,119222.9007774
20721,2.51,14719.87994,1.76,107356.45857439999
4916,4.64,28526.065759999998,1.77,130353.5079152
5552,2.44,16580.31484,1.93,78707.5173212
2890,3.09,18007.46631,2.36,87442.6531116
1870,4.15,24228.7624,2.77,123331.696648
18634,3.3,22656.664799999995,1.89,149626.62607199998
21493,2.71,10491.75145,1.86,98744.19059700001
23747,4.84,36141.00116,2.48,276847.1651968
13265,1.97,16059.0263,1.94,89404.61362199999
10806,3.07,35032.83836,2.46,189420.8790856
28774,2.1,13632.803100000001,2.64,123681.60638400001
14149,4.82,35159.54784,2.16,214461.8990144
21972,1.76,14061.854399999998,2.22,98011.745568
9361,3.43,21725.846380000003,2.5,129874.53871000002
21586,4.39,29234.300659999997,2.89,237718.27022739997
28533,4.62,9241.91268,2.07,169437.0446076
18392,2.42,11639.36752,2.13,92579.2278576
24662,2.38,19157.1674,1.87,132833.797838
9169,1.63,11154.107929999998,2.48,64915.87352639999
15077,1.65,9495.731849999998,2.82,70646.47751699999
8540,4.44,39561.19032,1.82,189041.3470224
9329,4.54,32499.28582,2.24,180150.6318768
15905,3.9,22998.7836,2.38,162764.172168
24489,3.09,6166.9076700000005,2.43,102990.4109781
13679,3.99,27328.79877,1.78,157882.0693506
26975,3.54,22255.849019999998,1.89,182066.75268779998
25321,2.57,14004.35919,1.79,118151.49133009999
27265,3.81,24490.79811,2.61,216782.2292871
4349,3.34,18683.47236,2.88,105701.00511679999
18738,2.32,12774.86192,2.27,98020.82039839998
22613,3.36,14637.584639999997,2.47,141409.6833408
15150,3.64,19250.252839999997,2.92,149857.2439728
25121,2.42,17625.7191,2.51,140284.813141
15819,2.29,9658.77116,2.91,83650.07639560002
17210,4.97,43248.56725,1.86,252473.16958499997
9953,4.71,24602.50131,2.37,154391.5607247
19610,4.54,28203.946420000004,2.65,220177.750853
8831,4.69,30151.53631,1.92,159611.4123352
22988,4.07,18110.600530000003,2.57,176326.6044221
24332,4.02,26081.253479999996,2.39,212311.34277719998
5970,2.82,11128.794419999998,2.05,61907.01740099999
28515,2.54,7954.459580000001,2.07,104802.75049060001
1405,4.05,24672.737699999998,2.81,124366.11833699999
6614,2.54,18535.75414,2.6,102064.029044
19793,2.64,23407.92696,1.85,142374.038796
23994,4.37,36210.94309,1.51,231954.1902459
24291,3.49,15245.45425,2.57,154447.3159225
25239,4.46,24053.83256,2.43,219124.4182408
18265,1.71,7940.333699999999,2.37,65932.408269
12887,3.93,13726.39353,2.28,109394.8743084
17257,2.78,15359.641779999998,2.62,118936.0050236
19652,3.61,14175.744389999998,2.26,131332.3911014
16310,4.98,23200.95846,1.81,169619.4517326
25613,3.72,20878.92036,2.11,181092.7226796
3494,2.03,10173.36733,2.59,53788.57604469999
10613,4.05,16080.2091,2.65,117755.622315
7524,2.22,15888.282480000002,1.61,74059.9797528
23000,1.72,8766.75916,1.75,72435.34685
7231,4.61,39047.38228,3.0,228571.82140000002
7762,2.33,17538.872290000003,1.85,85610.11831650001
16117,2.67,13950.21333,1.86,96880.2134538
4883,3.48,25888.308119999998,1.71,113038.46312519998
10256,1.95,11428.090049999999,2.21,68111.4591105
1771,4.43,40912.95046999999,2.3,183771.21702099993
9346,3.91,29114.192350000005,2.68,172797.28019800002
3091,2.27,15628.26446,2.66,79844.2823836
5494,2.13,14932.526879999998,2.71,82034.42160479998
23803,2.98,22867.57534,2.98,184813.4651932
23947,3.57,26101.380269999998,2.59,205296.12543929997
14665,4.36,29036.871880000006,2.13,183861.68086440003
12184,4.62,15138.54804,2.38,122596.9204152
20843,4.88,33785.93336,2.15,241925.463444
17710,2.91,24002.9604,2.32,155228.888928
11600,3.79,28315.681239999998,2.1,160058.293084
14619,3.5,17279.678499999998,1.64,114064.52974
24041,3.23,25709.80839,2.82,201573.70643979998
9361,3.28,21521.234559999997,2.92,136588.55403519998
5006,2.13,18318.5751,2.39,91081.324689
16025,1.66,5658.88356,2.48,51953.2983488
20178,1.98,13747.91022,2.01,95081.5599822
14626,2.36,18653.33616,2.82,124426.4402912
5685,3.46,25528.648119999998,2.9,144760.47578799998
7910,4.35,29754.539399999998,2.43,166221.109542
17461,3.47,26663.306500000002,2.61,183507.51296500003
13299,4.2,32135.3928,2.76,208820.26972799998
22712,2.48,25385.69168,2.53,171322.9433104
9153,2.91,19975.142100000005,2.5,116523.36945000001
19252,3.14,6324.3870400000005,1.99,85685.5842896
19355,1.93,12030.981170000001,2.95,96908.5067915
4099,4.82,23642.3169,2.05,115508.563445
4849,2.89,22375.96372,2.73,119851.91839559999
9075,2.29,10284.52511,2.7,69119.01801700001
25324,2.86,18179.6043,1.86,142599.912598
9436,3.18,16976.112,1.88,95873.79456000001
9681,3.72,25520.39412,2.35,147027.034422
1940,2.36,24774.18968,1.51,91535.8057768
12453,1.76,15832.0096,2.22,88728.360512
14511,2.88,24026.75424,1.94,136457.0917056
16774,3.56,16085.41856,1.87,121966.0098272
16825,3.85,23192.631,1.51,146182.38481000002
13233,1.83,8483.451780000001,2.8,64936.95854400001
8957,4.25,10115.5695,1.53,73775.210335
4722,2.67,13166.10909,2.7,74488.452723
23638,2.52,17976.798,2.0,131474.952
18917,3.34,22568.814199999997,2.58,166547.94903599998
5531,4.91,45784.86129,2.24,221285.02186960002
17415,3.03,10380.395190000001,2.05,94808.0505195
16346,4.35,5515.443299999999,2.81,97634.38227299998
13309,2.35,19724.887150000002,2.12,112542.68505800002
16122,1.98,13575.252240000002,2.34,90838.1547216
1067,2.59,20378.153670000003,1.95,83257.23699650001
15238,3.72,17698.11204,2.36,133849.1284944
23658,3.45,32944.805550000005,1.55,198574.1597025
22009,2.39,14711.475310000002,2.18,114095.47679580002
16343,3.38,20462.81744,2.36,144457.2240384
17623,4.53,44178.70269,2.65,285263.1575085
16357,3.39,27307.93821,2.57,180247.5076197
18059,3.74,29757.418459999997,1.8,180618.850148
26336,4.94,35671.06816,1.77,264579.7669632
4955,4.37,36626.643710000004,2.01,168526.1912771
23996,1.95,13936.182000000003,2.98,116194.38636
26994,3.22,32152.36976,1.95,213922.54055200002
26351,1.9,9433.923700000001,2.16,89312.022592
29723,4.26,30851.39286,2.07,252185.1489402
28623,2.91,21599.425530000004,1.62,161482.85041860002
8901,2.32,17715.11168,1.81,88144.8955008
4932,2.83,7555.200060000001,2.77,49995.8642862
2041,2.45,6203.603350000001,2.29,31613.90837150001
21200,4.99,34281.11038,2.53,261081.43002139998
15432,2.92,11323.990679999999,1.9,89225.00365199998
1421,2.02,15419.718480000001,2.44,71333.9700512
13630,3.76,20833.502,2.58,146666.23916
28618,3.16,12284.92028,1.59,134535.7438052
9997,2.83,27236.101120000003,2.15,141321.329648
24471,1.81,14136.720829999998,1.8,98012.049154
13337,4.05,27444.367349999997,1.88,160498.995318
28455,3.41,23352.822350000002,2.0,190442.8394
10541,1.85,11745.2393,1.58,61548.806694
7601,2.74,16942.242000000002,1.91,87070.90622
21097,3.94,18322.30808,3.0,174733.7204
10515,4.99,32623.23777,2.12,186877.5896124
14974,3.51,17678.87316,2.56,133174.4016096
29952,3.85,25227.20585,2.94,239937.596899
17152,2.52,16641.7398,2.52,118443.70389599999
11268,2.82,16091.328899999997,1.75,92118.24337499999
17642,3.73,29457.801819999997,2.3,192473.207826
4275,4.56,34984.71672,1.97,158383.32537839998
24525,5.0,27484.41,1.72,224867.0052
11357,3.29,15584.664200000001,1.94,98768.106948
29289,2.78,15409.956999999999,2.0,143063.248
21799,4.1,27119.4131,2.35,207345.346985
12881,1.59,12039.39096,1.88,67193.6269248
9748,2.73,17358.46749,2.75,109064.76057749998
10217,2.63,15188.20003,2.83,100229.7161449
26823,1.67,12679.905859999999,1.79,92851.25320939999
28005,1.65,5484.644549999999,2.51,70943.9969205
21642,1.7,9756.2847,2.94,84987.446418
21761,2.48,19100.33008,2.0,130368.60032
4869,4.82,23339.736580000004,1.97,116127.33422260002
4996,4.96,24875.144,1.91,122041.97304
11819,3.7,17436.5016,1.98,113127.57636800001
13999,2.82,20013.01266,1.66,112724.80633559999
26596,1.87,14813.691200000001,2.67,118914.45790400001
25302,1.61,3559.62628,1.65,53728.855922
11933,2.41,12291.375960000001,2.86,88494.61716560001
22300,1.75,12406.464,1.66,84432.65823999999
25893,3.14,23655.953019999997,1.58,165992.3318116
8286,1.56,7740.5094,1.86,42804.526284
29206,4.09,24966.043029999997,1.92,217319.4286776
21927,3.08,14064.7122,1.85,121684.30197000001
14325,4.01,33124.69322,2.38,202529.4063036
12544,2.74,25727.61086,1.95,135994.622897
5743,4.12,17472.611,1.98,93202.15178000001
19531,3.22,28821.37314,1.89,175004.9615146
10079,4.78,36326.85758,2.37,206925.9876246
5035,1.96,21710.2144,2.15,99965.98976
6333,3.76,19194.40144,2.02,100973.5737888
8212,4.66,40197.779780000004,2.9,235237.04092200001
6411,1.92,9005.710079999999,2.81,55626.58548479999
11788,3.56,19006.2704,2.46,126733.245984
13102,4.53,28460.99793,2.39,184295.84091270002
19466,3.18,15363.034740000001,1.64,117823.3264536
29864,3.36,10164.971039999999,1.71,138055.0825584
14012,3.54,29653.93926,1.68,158728.9764768
18985,3.29,28322.294,2.4,187078.7436
25911,3.27,22028.79318,1.71,166455.7926978
10621,2.43,19988.589510000005,2.86,122953.57501860002
10076,4.52,36844.789039999996,2.48,210608.17489919998
22266,1.92,14065.13088,1.8,96198.217344
28934,3.93,34083.950730000004,2.68,273223.50941640005
22177,1.6,12183.3872,2.1,85435.08752
2687,2.76,19600.595399999995,2.0,85818.50159999999
5697,2.18,15899.588020000001,2.39,82218.6514078
5586,1.96,12123.42516,1.87,57866.2153692
18970,2.82,9239.154719999999,2.55,95533.55397599998
24768,4.91,38875.185229999995,2.01,277500.3727723
23544,3.17,14837.45445,2.5,141403.025025
22546,4.81,11436.55422,1.59,149503.4896498
14158,4.6,2894.7708,1.54,75374.288632
24666,2.58,16686.05196,2.34,136055.7455064
10490,4.69,20842.711750000002,2.78,148826.26216500002
6810,3.37,15250.062170000003,2.49,91422.47914330002
2682,3.31,19646.2402,1.57,79014.497514
4140,3.15,22983.1245,2.25,110719.279125
26403,3.94,18650.734660000002,1.93,177325.2072138
29374,1.65,7323.374849999998,2.33,80177.31310049999
22403,3.81,24654.55572,2.0,183973.65288
15065,2.82,6246.58764,1.9,66844.99179599999
6722,4.82,32942.13094,2.0,164168.56376000002
19873,2.5,11704.8175,1.94,95799.48095
18233,2.22,14832.299520000002,1.62,94170.18426240001
16655,2.96,11111.7364,2.91,103857.42572400002
8091,2.12,11682.101,1.88,62479.47188000001
22037,3.26,4518.434979999999,2.69,93032.0800562
24160,4.6,22134.9424,1.79,195027.43169599999
15097,2.0,9521.064,2.89,76752.00296
18991,1.9,7562.5833,2.68,71475.789844
6171,2.42,14505.596160000001,2.44,79338.6669504
28204,3.51,19876.635089999996,2.98,197981.68274819996
26492,4.73,32764.549180000005,2.87,284870.51450660004
13639,1.81,14509.870429999999,2.0,82726.07172
8762,2.96,25774.087519999997,2.55,143207.61821599997
10677,1.82,11598.68528,1.67,61999.31497759999
16626,2.53,16484.74124,1.64,102068.2381136
1543,4.88,44302.4212,2.5,206890.73539999998
14046,3.63,41634.0309,1.87,212110.679583
2622,4.33,23057.0768,1.98,103120.425664
10450,4.07,42922.00022000001,1.96,212502.62087120005
4748,3.4,25708.1038,2.29,126430.965302
1981,1.6,11722.561599999999,1.95,49473.71832
22549,2.72,28635.727520000004,2.99,204225.56032480003
14061,4.86,22888.344960000002,2.16,163551.97503360003
15699,2.21,1740.26008,1.63,41011.9340904
24964,3.46,22499.971719999998,1.61,167600.3379092
12479,4.95,33357.7332,2.33,206210.034756
6573,3.8,20409.3744,1.9,104573.96016
24516,1.54,6860.52136,2.57,69107.2226152
1064,1.74,7211.61096,2.11,31491.0810456
8637,3.22,31771.762540000003,2.41,167924.6128014
11358,3.27,20520.34218,2.05,120248.045829
5871,4.35,31109.942849999996,2.4,162422.59853999998
8194,4.68,21602.309039999996,2.43,134046.1490472
21166,2.85,17339.496900000002,1.98,129334.297662
2061,3.51,21790.84518,2.47,104639.1879546
4283,1.96,14009.964360000002,2.26,68077.12817360001
13055,4.88,48004.028080000004,2.92,299888.2181536
18834,4.76,20811.77196,1.52,162907.2772992
15180,3.98,15361.172180000001,2.85,134918.085073
15785,3.82,30634.7956,1.89,179468.05488399998
16623,2.23,19438.8431,2.83,130958.902173
1901,4.31,20776.803239999997,2.77,107298.66145479999
9800,2.19,16751.11728,2.34,94161.8489952
25639,2.67,19669.2225,2.11,149296.634475
7343,1.87,8613.704329999999,1.67,45343.7048911
15782,1.52,7965.0751199999995,2.93,63256.4603416
4586,4.54,15438.115640000002,2.18,85351.76337520001
29002,2.49,9396.3138,1.71,107075.304198
3486,4.85,33916.8745,2.65,174620.56642499997
12994,2.42,16688.40712,1.51,90021.78899120001
17737,1.77,8795.58843,2.92,74668.7850756
10753,2.11,11446.15709,2.63,75684.5373267
7497,2.73,22437.44685,2.29,116723.45698650001
16072,2.72,13448.403520000002,2.29,101409.4911008
25890,2.22,6262.12272,1.77,81084.0026544
2521,3.21,19457.02338,1.87,83391.0904806
5956,1.54,11045.502159999998,2.42,57993.35954719999
27894,2.8,20518.971199999996,2.43,169002.242416
9115,3.76,23195.91,2.94,148860.1954
1338,1.9,14412.8737,2.65,69562.06270499999
25031,4.59,23694.01605,1.77,204218.7305085
11834,2.35,18533.4536,2.78,116399.808208
18259,2.6,19694.311,2.76,141218.32036
5316,4.13,42780.836279999996,2.78,226447.47741839994
24530,3.57,27956.30943,2.44,211698.1138692
23789,1.53,8523.23526,2.15,71768.59632899999
12129,2.21,5272.59148,2.95,52904.417826
14630,2.27,17734.07082,1.67,98294.1399094
9281,3.58,24279.16978,2.38,139568.7436364
14058,4.59,16718.95107,2.73,143606.8585611
4081,4.74,26340.383820000003,1.61,114432.72559020002
2474,3.72,23589.03708,1.52,92236.69052159999
5266,4.69,19662.628020000004,2.55,114162.49749100002
8803,2.79,7787.98926,2.31,58126.6037106
27074,3.26,19431.031139999996,1.52,156658.46961279996
12904,4.26,33512.83212,2.87,218178.53242439998
5074,3.87,14895.150120000002,1.75,75493.19295
24656,3.94,30780.221660000003,2.64,239964.8685024
18905,4.28,16864.03032,2.58,158150.6588656
7920,3.91,21635.44933,2.15,120754.31471949999
3672,2.74,19440.15478,2.01,88016.3006678
3884,2.92,19520.947519999998,2.65,102113.68596799999
29144,2.78,21616.8908,2.37,175486.132796
4687,4.7,27640.6953,1.88,129274.797764
5893,2.93,23671.352800000004,2.84,131835.837552
5648,1.95,12605.468850000001,2.32,65469.22543200001
16793,4.17,33461.51865,2.63,224953.6413495
22536,3.92,32949.316960000004,1.81,213878.01761759998
5995,4.49,22560.4989,2.87,136787.179643
1619,3.27,25139.674980000003,2.02,106355.62341960002
6881,4.96,49654.7088,2.69,267010.344272
26718,4.79,15386.658339999998,2.04,190141.3196936
11600,4.09,39420.25027,2.69,232324.97376629995
28585,2.77,17229.2615,2.52,157056.71198000002
2460,2.2,9879.793000000001,2.67,51550.633310000005
25340,4.71,25509.798029999998,1.86,217819.22039580002
11441,2.94,6025.271279999999,2.7,61955.31501599999
9931,2.35,16075.08335,2.93,102588.01091550001
16404,1.7,6309.4701,2.47,56090.131346999995
2898,4.3,20642.1586,2.69,109273.123834
3864,1.66,9745.732179999999,2.83,53486.1264294
8763,4.38,12498.584040000002,2.79,98250.15755160002
12750,3.33,22212.9981,2.82,149524.150842
25487,1.78,11516.94176,2.45,96617.250832
19839,3.54,29293.450439999997,2.06,189161.4687864
27652,4.06,34898.73282,2.86,281874.96150519996
17924,4.22,23672.5753,2.21,175300.822013
8769,2.03,14338.978079999999,1.85,73006.135608
24124,1.59,5329.171200000001,2.2,60739.67904000001
18514,3.96,23815.539,1.68,160956.62352
11542,3.61,19951.80215,2.85,138432.8604275
25465,2.93,24522.649650000003,2.67,189133.2238655
24560,1.79,16311.426909999998,2.6,118994.96378599998
14490,2.72,22623.8584,2.91,150495.944744
28856,3.13,11853.19732,2.94,148874.0747608
8885,2.56,14818.46784,2.84,94466.9843456
9920,3.08,15156.18412,1.74,87237.7286088
2545,4.51,24878.5581,2.62,126416.88842199999
11017,4.66,24361.10996,2.38,158040.8816248
25968,2.26,20805.758879999998,2.22,146487.9824736
23341,4.74,40428.63552,1.97,271138.02301440004
24081,1.85,3232.7084999999997,2.65,59581.944525
6617,2.71,15334.960470000002,2.21,82492.25357870001
21228,1.66,7835.618319999999,2.03,66816.0218296
26875,4.7,5698.0591,2.87,154062.04781699998
22259,2.31,13836.391800000001,1.88,105103.490184
3722,3.15,24060.267,1.9,105559.3413
2130,2.18,18397.120280000003,2.07,79519.67953960001
25849,4.73,28773.592760000003,2.67,256638.44818920002
21632,2.56,23502.66368,2.25,155264.24064
12277,3.5,22534.7395,1.65,125221.299175
5533,4.25,41499.346,1.58,172082.90868
3970,2.39,9419.804990000002,2.78,54514.96785220002
4096,1.97,12305.30162,2.1,58520.856642
19139,3.6,17398.5552,2.2,141974.33184
8709,2.01,14339.21136,1.61,69269.6430096
28635,2.08,15382.134560000002,1.9,119551.12478400001
7285,2.54,16974.33232,1.6,79611.49635200002
8576,4.44,22764.612600000004,2.17,133005.87454200003
26397,4.53,21000.18306,1.96,202739.1349176
15912,4.19,19717.02546,2.84,162101.68322640003
4592,2.29,10290.1608,2.32,54969.17465599999
9418,2.64,16341.06936,2.92,105261.5812512
10528,2.43,14086.656540000002,2.73,92212.9254342
5787,1.9,15762.698300000002,2.59,83346.08519700001
24893,2.55,21122.0223,1.99,147754.018977
28938,2.12,11998.231160000001,1.57,104182.24524120001
14970,3.93,31059.81966,2.9,211025.216334
5746,4.25,20713.27175,2.22,111830.506785
21835,4.36,33265.04292000001,2.91,258531.96073720005
3649,1.89,12652.70895,1.63,52825.9434885
2948,4.0,25969.336,2.99,141378.98664
7415,4.77,37729.416869999994,1.99,185909.9233113
3115,3.08,26699.46356,2.7,135081.678732
10450,4.74,23126.957700000003,1.55,131633.699835
15402,3.58,26103.831339999997,1.54,147546.72294359998
18456,2.77,18159.169890000005,2.1,125575.71654900003
13852,2.14,16121.904000000002,2.48,101869.40992
11270,4.92,34599.29484,1.75,185195.75565
2829,1.87,12312.130490000001,1.67,50475.74889830001
16586,4.58,24761.44482,2.36,183923.7794152
18868,3.36,18122.257439999998,2.72,148933.5351168
4269,2.83,21037.81248,2.81,113273.1480288
8285,2.58,8581.11354,2.51,60076.12206539999
18831,3.15,17019.59175,1.9,125694.057825
18729,1.52,11727.41712,1.62,70921.3299744
3731,3.16,15193.27052,1.63,66941.5319876
4980,2.48,20601.513759999998,2.27,100318.8637552
3924,4.06,32225.77498,2.18,150635.1794164
2292,4.54,22858.75018,2.85,121270.618373
20748,4.83,23818.29975,2.44,205966.09089
12571,4.26,26609.1102,1.62,149877.438924
7269,4.35,28712.205449999998,1.66,136706.821947
4743,2.73,15575.471730000001,2.4,81480.465612
18676,4.1,22025.323,2.57,177227.32611
24424,2.03,10109.87299,1.92,89211.42212079998
18614,1.93,8103.3906400000005,2.95,76036.803668
8336,4.38,33300.29904,1.58,155726.75056319998
8769,1.94,12363.10202,1.63,61889.9203326
24731,2.34,13209.204059999998,2.52,117576.14235119997
29799,3.32,31804.723519999996,1.9,222971.10172799998
16084,1.59,6099.8124,2.26,51558.760824
3080,2.6,14252.7814,1.95,64306.486529999995
1708,4.59,31859.05689,2.05,136868.9004045
18796,1.61,11112.759350000002,1.8,72490.04553
13873,1.94,10137.92202,1.67,64119.7938134
26486,4.51,29649.258649999996,2.6,255838.44978999998
15659,1.97,10387.07519,2.44,76966.84384359999
4823,1.66,9149.089999999998,2.74,51372.866599999994
21068,3.96,30381.3378,1.8,198878.36364
12935,4.82,20161.240600000005,1.72,137346.51503200002
14802,4.93,30984.759130000002,2.63,216433.29477190002
11419,4.98,29994.734220000002,2.31,186143.92448820002
18256,1.93,15558.268469999999,2.96,112403.09161119998
26997,4.16,13250.798080000002,2.62,173526.20712960002
10805,4.78,34366.861600000004,1.69,178461.61930400002
16777,2.99,11881.306190000001,1.86,96025.07189340002
12776,3.83,24023.93161,2.86,165688.3876246
7591,4.58,41861.07176,1.75,191745.7991
16173,3.35,22207.434750000004,2.71,158776.5676725
16286,3.2,16795.5552,1.74,114930.576448
4226,4.29,26833.71405,1.62,115267.584861
25403,2.17,13081.03125,1.82,105094.049375
10172,1.84,14968.51592,2.38,84278.5797296
8254,2.4,10807.8528,2.94,73200.392832
18662,3.9,36689.4567,2.05,221374.099635
10836,4.87,14044.63196,1.77,105719.5824892
29083,2.9,20934.6563,1.84,164729.780192
19601,2.12,20756.852160000002,2.26,129978.3102016
28559,4.32,33520.76784,2.27,266508.5586768
20285,1.81,8852.82584,2.31,74871.52937039999
4288,1.67,8269.76485,1.79,38503.3687815
12388,3.73,27052.33601,2.45,166590.1352445
23723,4.97,41573.031149999995,1.84,277543.749616
11705,2.59,13254.93365,2.45,89300.4047425
14397,4.11,37371.7779,2.24,217628.008296
18669,4.43,16944.98479,1.82,147433.5118978
23831,2.02,11192.93918,1.61,88545.1304398
13423,3.25,34945.8525,2.68,207171.3397
22802,3.42,19451.010599999998,2.85,172320.24141
15392,2.08,8619.23504,2.29,68991.8783216
19849,1.75,13851.2045,2.32,94572.95344
25532,2.31,12925.323180000001,2.5,117142.87431
15989,3.85,26269.98605,1.58,155604.200059
27275,4.52,29920.903879999998,1.71,234289.5533948
12624,2.92,16928.91316,2.63,115242.9479308
8875,2.86,28181.481899999995,1.53,124863.131107
1442,3.48,21743.930879999996,1.8,87645.09734399998
24185,3.42,19403.311859999998,1.58,152176.55645879998
20772,4.28,26156.753480000003,2.85,215764.41437800002
1980,1.56,9686.63124,2.52,46872.3732048
12034,2.49,19677.551190000002,2.79,124220.13020010001
6439,4.25,32625.460749999995,2.01,158193.84760749998
9743,4.52,8488.469599999999,1.99,77907.35370399998
4330,3.09,14134.47576,1.78,66808.0183728
19143,3.44,20569.590079999998,2.8,164585.95238399997
2705,2.82,11691.880739999999,1.78,51823.409197199995
14779,3.28,23846.059199999996,2.16,147674.726272
25887,2.52,10272.05928,2.47,111151.3449816
22242,4.43,17069.1887,2.87,181659.008969
4265,3.64,22880.697839999997,2.75,124207.91473999998
11857,2.53,12570.2038,2.09,81410.34354199999
7969,3.25,35020.49525,2.21,173335.5350025
16022,4.24,30334.024240000002,2.62,208076.4719888
22800,2.71,20740.51346,2.13,147446.3205898
5216,2.0,19045.59,1.79,82614.7861
19048,3.1,21817.6078,1.92,144573.822576
15256,1.64,8551.347039999999,1.9,58370.093456
3184,1.62,11681.01324,1.58,46976.1073992
4468,4.53,26577.12042,1.66,117512.3007372
1498,4.35,22003.056899999996,2.76,111250.85084399997
26218,2.44,19671.32636,1.83,139313.0999588
24330,2.2,9033.6466,1.66,86589.146556
